student_id,ENG-10,ENG-90,MAT-100,HIS-10,HIS-20,HIS-70,BIO-100,CHE-100,PHY-50,PHY-30,PHY-20,ECO-70,ECO-20,ECO-10,GEO-100,ART-30,ART-70,CSC-30,CSC-20,CSC-50,MUS-30,MUS-70,BUS-20,BUS-10,BUS-70,PSY-40,PSY-30,PSY-20,PSY-10,SOC-10,SOC-60,SOC-30,LAW-90,LAW-10,MED-100,LIN-20,LIN-40,LIN-10,LIN-30,PHI-50,PHI-20,PHI-30,POL-10,POL-40,POL-30,POL-20,STA-50,STA-30,STA-20
A0423,,,,,,,,,,,,,,,,24,57,,,,,,,,,,,,,6,38,16,,,,,,,,,,,,,,,,,
A0424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,16,30,7,23,,,,,,,,,,
A0425,,,,,,,,,,,,,,,,26,62,,,,,,,,,,,,,,,,62,5,,,,,,,,,,,,,,,
A0426,,,85,,,,76,,,,,,,,,,,,,,19,45,,,,,,,,7,32,16,,,69,20,34,9,25,,,,,,,,,,
A0427,7,65,,,,,49,,31,18,12,,,,,,,,,,,,,,,,,,,,,,,,,19,32,8,25,,,,,,,,,,
A0428,5,49,,,,,,,,,,,,,,,,,,,,,16,7,64,,,,,,,,,,60,,,,,,,,,,,,,,
A0429,,,,,,,,,,,,,,,,,,,,,22,48,11,4,44,,,,,,,,55,7,63,,,,,,,,,,,,,,
A0430,6,52,,,,,,62,36,19,12,,,,69,,,,,,,,,,,,,,,7,42,18,,,,18,33,9,28,,,,5,30,14,12,,,
A0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27,15,81,10,,,,,,,,,,,,,,,
A0432,,,,7,16,47,,,39,26,17,,,,,,,30,20,50,,,,,,34,19,17,8,,,,,,67,,,,,,,,7,30,20,11,,,
A0433,,,,,,,74,58,,,,,,,,26,55,,,,,,,,,26,20,11,7,6,39,18,49,6,,,,,,,,,,,,,29,16,12
A0434,7,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,43,18,50,5,,18,39,9,28,,,,,,,,32,16,12
A0435,,,,,,,65,,,,,,,,,,,22,14,30,,,,,,,,,,,,,,,66,,,,,,,,,,,,28,15,14
A0436,6,57,80,,,,83,,,,,48,13,7,,,,30,20,43,,,,,,,,,,,,,,,56,,,,,,,,6,23,17,12,,,
A0437,,,,,,,,85,,,,40,14,7,,,,21,13,38,,,,,,,,,,,,,,,70,,,,,27,10,16,,,,,27,19,14
A0438,6,39,,,,,,,35,18,13,,,,,,,,,,,,13,7,44,,,,,,,,,,,12,28,8,21,,,,,,,,,,
A0439,,,,,,,,,41,22,14,,,,,25,60,,,,,,,,,,,,,,,,,,78,16,29,7,21,44,13,24,,,,,,,
A0440,,,72,6,12,44,79,,,,,,,,,20,45,,,,,,,,,,,,,7,35,15,,,,,,,,,,,,,,,,,
A0441,7,53,,5,11,43,,,27,19,15,43,10,5,,,,22,17,41,,,,,,,,,,6,37,22,,,,16,31,6,22,,,,,,,,,,
A0442,5,54,,,,,,,,,,,,,64,,,17,9,26,24,48,,,,,,,,,,,73,9,,,,,,30,12,23,,,,,,,
A0443,,,,,,,,63,,,,49,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0444,,,51,6,11,40,,,,,,,,,,,,,,,,,13,7,52,,,,,8,47,27,52,5,,,,,,35,12,22,,,,,,,
A0445,,,82,,,,71,81,,,,,,,60,,,,,,,,,,,,,,,6,34,18,,,,,,,,,,,8,28,24,15,15,12,12
A0446,,,,,,,63,73,,,,,,,,,,,,,,,,,,27,19,12,5,,,,,,72,,,,,,,,,,,,,,
A0447,5,46,,,,,84,,34,20,15,,,,65,21,45,,,,20,49,,,,,,,,,,,,,,13,28,7,22,,,,,,,,,,
A0448,8,50,,,,,,,,,,,,,,,,,,,,,,,,31,23,15,6,,,,,,73,,,,,,,,,,,,31,21,14
A0449,6,41,,,,,,,,,,36,13,6,,,,,,,18,35,,,,29,20,14,8,5,29,15,,,,14,27,6,23,,,,,,,,,,
A0450,6,48,83,,,,,,,,,,,,,23,51,,,,,,11,6,42,,,,,,,,,,,,,,,28,12,20,,,,,27,21,11
A0451,,,64,,,,,67,41,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0452,5,57,61,,,,,,,,,,,,,,,,,,,,15,8,52,,,,,,,,,,,,,,,37,13,18,,,,,,,
A0453,4,28,,,,,,,34,18,12,,,,,,,23,18,40,,,15,8,60,,,,,,,,,,79,,,,,,,,,,,,,,
A0454,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,13,11,,,
A0455,,,,,,,,,,,,59,16,9,59,23,48,25,16,40,19,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0456,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,6,42,21,,,,,,,,29,11,16,,,,,,,
A0457,4,39,,,,,,,36,20,11,,,,,,,,,,,,,,,,,,,,,,73,8,,,,,,,,,,,,,,,
A0458,,,,,,,,72,,,,,,,65,,,,,,,,11,6,45,21,18,9,6,4,20,15,,,,,,,,,,,,,,,,,
A0459,6,45,,5,10,30,,89,,,,,,,,,,,,,19,56,15,7,51,,,,,,,,,,,13,25,7,16,,,,,,,,,,
A0460,,,75,,,,73,,32,19,13,,,,,,,25,17,42,20,54,16,8,55,,,,,,,,,,,,,,,,,,,,,,,,
A0461,,,,,,,,,,,,54,16,7,,,,,,,,,17,6,51,,,,,,,,,,,,,,,,,,,,,,,,
A0462,,,,4,10,30,,73,,,,,,,,21,50,,,,,,,,,,,,,,,,,,62,,,,,,,,6,24,21,12,,,
A0463,6,44,67,,,,,,,,,52,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,37,12,20,,,,,,,
A0464,,,56,,,,,,36,16,12,38,13,7,,,,,,,,,,,,,,,,5,31,17,,,,,,,,29,10,17,,,,,,,
A0465,,,,,,,66,,,,,,,,73,,,,,,18,44,,,,,,,,6,26,15,89,10,,,,,,,,,,,,,,,
A0466,,,,,,,,,,,,,,,,22,53,,,,21,55,,,,19,14,10,5,7,44,17,,,50,,,,,,,,,,,,28,14,9
A0467,,,70,5,9,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,33,7,20,37,16,19,,,,,,,
A0468,,,,,,,,,29,19,12,,,,,,,21,15,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0469,,,,4,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,30,7,21,,,,8,29,22,15,33,16,14
A0470,,,,5,11,32,,,,,,,,,54,,,,,,,,,,,,,,,6,40,23,,,,,,,,,,,,,,,36,22,15
A0471,,,71,7,12,52,62,70,,,,,,,,,,25,14,41,24,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0472,,,,,,,,,,,,41,12,6,,17,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0473,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,5,30,16,,,,,,,,,,,,,,,,,
A0474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,41,14,,,60,,,,,,,,,,,,,,
A0475,,,,,,,,,,,,,,,,19,46,,,,22,55,15,8,46,,,,,,,,,,,16,31,5,19,,,,,,,,,,
A0476,4,41,,,,,,79,43,26,15,,,,,,,,,,21,51,,,,,,,,6,31,15,,,,,,,,,,,,,,,,,
A0477,,,,,,,,,,,,,,,,22,56,26,18,44,,,15,8,48,18,14,12,5,,,,,,,,,,,,,,5,23,19,12,,,
A0478,4,54,,,,,,89,35,26,15,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,32,11,17,,,,,40,24,13
A0479,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,5,31,18,57,4,,,,,,36,12,22,,,,,,,
A0480,5,49,,,,,,,,,,38,14,5,,,,,,,,,,,,,,,,,,,60,7,,,,,,,,,,,,,,,
A0481,5,59,70,,,,,,,,,,,,,24,59,27,18,42,20,40,,,,,,,,,,,,,93,,,,,,,,,,,,25,17,12
A0482,7,69,,,,,,,36,23,15,,,,,20,51,,,,21,44,12,6,37,,,,,,,,,,,,,,,,,,5,23,17,10,24,16,11
A0483,8,68,,,,,,,39,23,18,44,13,6,73,,,,,,,,16,8,53,,,,,,,,,,,,,,,,,,,,,,38,23,15
A0484,,,83,5,9,40,,,39,26,18,,,,,14,41,,,,,,,,,29,27,13,7,,,,54,6,,13,30,8,27,,,,,,,,,,
A0485,,,,,,,,,,,,,,,,,,,,,24,50,,,,,,,,6,47,21,,,78,,,,,,,,,,,,,,
A0486,,,,,,,,,32,18,11,,,,68,21,51,,,,,,11,5,42,28,26,13,8,5,31,17,,,70,,,,,,,,,,,,,,
A0487,,,,,,,,,,,,,,,,,,,,,,,15,8,60,31,23,14,6,,,,63,7,,,,,,,,,,,,,,,
A0488,,,,,,,47,,,,,,,,,,,,,,,,,,,25,21,11,7,,,,,,46,,,,,23,12,18,,,,,,,
A0489,,,,,,,,,,,,,,,,,,,,,,,10,4,52,,,,,,,,,,71,,,,,,,,,,,,,,
A0490,,,,,,,,,,,,,,,,,,,,,,,,,,29,24,13,8,,,,,,,,,,,,,,,,,,38,18,14
A0491,,,70,,,,,,37,26,13,,,,,26,65,,,,,,,,,,,,,7,43,21,,,82,,,,,,,,,,,,,,
A0492,,,,,,,79,,,,,,,,,17,37,,,,,,,,,,,,,5,38,18,50,7,,,,,,,,,,,,,,,
A0493,,,,,,,,,,,,50,13,7,,,,,,,,,,,,,,,,5,35,17,63,7,,14,37,8,23,,,,,,,,,,
A0494,,,76,,,,,,,,,,,,68,,,,,,,,,,,25,22,11,6,,,,,,,,,,,37,15,17,,,,,,,
A0495,,,,6,13,38,,,,,,,,,,,,,,,21,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0496,7,44,,5,11,48,,,34,24,13,,,,,23,49,,,,,,,,,28,18,14,7,,,,,,,,,,,,,,,,,,,,
A0497,6,60,,,,,,,,,,38,9,7,,23,55,23,14,41,,,,,,22,17,13,5,7,38,15,,,,,,,,35,13,23,,,,,,,
A0498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,31,11,17,,,,,,,
A0499,,,,,,,,,34,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,27,22,11,34,21,13
A0500,,,,,,,74,,,,,,,,,,,19,13,33,,,,,,,,,,,,,,,,,,,,,,,6,25,22,14,,,
A0501,,,,,,,,,,,,32,12,7,45,,,,,,19,51,,,,31,27,18,8,8,48,21,,,,14,33,8,23,35,16,24,,,,,,,
A0502,6,70,,,,,,,,,,,,,,,,,,,,,12,7,46,,,,,,,,,,,,,,,,,,,,,,,,
A0503,4,35,,7,13,45,,81,,,,52,16,7,,,,28,16,50,28,57,,,,,,,,,,,76,10,,,,,,,,,,,,,,,
A0504,7,59,,,,,63,,,,,,,,71,,,,,,,,,,,,,,,6,32,14,77,8,,,,,,28,10,21,,,,,25,16,11
A0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,6,73,,,,,,,,,,,,,,
A0506,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,16,12
A0507,,,,,,,,77,,,,,,,,,,22,15,34,,,,,,,,,,,,,53,6,58,,,,,,,,,,,,,,
A0508,,,,6,10,48,,,38,23,16,,,,,,,,,,16,37,14,8,56,27,17,11,6,,,,,,62,12,23,6,22,,,,,,,,,,
A0509,,,,,,,,,,,,,,,,22,41,,,,,,,,,,,,,,,,,,,,,,,29,12,15,,,,,,,
A0510,6,55,,,,,,,37,21,12,,,,70,,,24,16,46,,,,,,,,,,,,,63,7,,,,,,,,,8,29,23,14,40,25,16
A0511,7,73,,,,,,,,,,46,11,6,,27,60,,,,,,,,,,,,,,,,62,7,,,,,,,,,6,26,22,13,,,
A0512,,,,5,8,37,,,34,20,15,,,,,,,,,,,,,,,,,,,7,43,19,,,,,,,,,,,,,,,,,
A0513,,,,,,,75,64,36,23,14,56,13,8,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,7,28,20,11,,,
A0514,5,45,66,,,,,,,,,,,,,,,,,,,,14,6,44,25,19,11,6,5,38,15,,,,,,,,,,,,,,,,,
A0515,,,90,,,,,,,,,,,,,,,,,,,,16,8,56,28,17,12,6,,,,73,7,63,,,,,,,,6,25,22,14,33,19,12
A0516,,,,4,10,46,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0517,,,,,,,,,,,,,,,53,,,,,,,,18,8,61,,,,,,,,64,6,,,,,,,,,,,,,32,19,10
A0518,,,,,,,,,,,,,,,,,,,,,18,56,,,,,,,,,,,,,,14,24,6,19,,,,,,,,,,
A0519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5,,,,,,,,,5,20,19,10,,,
A0520,,,,,,,,,35,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,15,10,,,
A0521,,,,,,,,65,,,,,,,47,19,61,,,,21,50,,,,,,,,,,,74,8,,,,,,,,,,,,,,,
A0522,,,,,,,,,,,,,,,,,,,,,23,45,,,,,,,,,,,,,,,,,,,,,,,,,33,20,12
A0523,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,80,9,,,,,,,,,,,,,,,
A0524,,,,,,,49,,,,,44,12,7,,,,,,,,,,,,27,20,13,7,,,,,,,,,,,,,,,,,,,,
A0525,,,,,,,,,,,,,,,,,,,,,,,17,8,53,,,,,,,,,,,13,26,6,18,,,,,,,,,,
A0526,6,49,,6,12,40,,76,,,,,,,65,,,24,14,48,,,,,,25,19,13,6,,,,,,44,,,,,,,,,,,,,,
A0527,5,54,,,,,,,,,,48,10,7,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,
A0528,,,73,,,,,,43,22,17,,,,,,,,,,,,,,,18,14,7,5,,,,,,,16,32,7,26,32,14,20,,,,,,,
A0529,,,,6,14,47,,76,,,,44,13,6,49,,,,,,,,,,,28,20,15,7,,,,,,,,,,,35,11,20,7,29,21,14,,,
A0530,,,,,,,,,27,17,13,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0531,,,,,,,,,,,,,,,,15,57,,,,,,,,,,,,,,,,53,5,,,,,,36,15,17,,,,,,,
A0532,,,,7,11,47,,,,,,,,,,23,53,,,,,,18,10,66,,,,,,,,,,,15,28,7,26,,,,,,,,,,
A0533,3,49,,,,,,69,,,,39,13,6,47,,,,,,,,16,6,36,,,,,,,,,,,,,,,,,,,,,,31,17,14
A0534,,,,,,,,,,,,,,,,,,24,14,37,,,,,,22,20,11,7,,,,,,,,,,,,,,,,,,,,
A0535,,,83,8,18,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,17,12
A0536,,,,6,12,32,,71,,,,,,,72,16,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0537,,,100,,,,81,68,,,,,,,,,,28,13,42,,,,,,21,14,14,5,,,,70,7,,,,,,,,,,,,,19,12,7
A0538,,,,,,,64,,,,,49,13,7,,15,35,,,,17,48,,,,,,,,,,,,,55,,,,,30,10,14,6,24,21,13,,,
A0539,,,,,,,,,,,,,,,,,,,,,,,14,9,57,,,,,7,39,23,,,,,,,,,,,6,23,17,9,,,
A0540,7,59,,,,,63,,,,,,,,,,,18,15,25,,,,,,,,,,8,54,27,,,,,,,,,,,,,,,,,
A0541,,,,,,,,,33,23,13,,,,,,,,,,24,45,17,7,52,28,19,12,8,6,36,18,,,67,,,,,,,,,,,,,,
A0542,,,,,,,,,41,27,16,,,,,,,24,17,48,,,,,,25,21,13,7,,,,,,,,,,,28,14,20,7,26,17,14,25,16,10
A0543,,,,,,,,57,,,,49,12,6,,,,,,,,,,,,,,,,,,,68,8,,,,,,,,,,,,,,,
A0544,,,,,,,,,,,,,,,,21,64,,,,,,17,8,56,,,,,6,46,15,,,,,,,,,,,5,29,21,13,33,15,8
A0545,,,62,,,,,,,,,,,,,20,48,,,,,,,,,,,,,,,,63,8,,,,,,,,,,,,,,,
A0546,,,,5,9,34,,87,,,,,,,,22,45,22,15,33,,,12,5,31,,,,,,,,,,,,,,,,,,7,25,17,13,25,16,12
A0547,7,67,,,,,,,30,15,9,44,11,7,62,,,,,,22,44,,,,,,,,,,,,,,,,,,34,14,20,8,32,24,16,,,
A0548,8,70,80,,,,75,,28,13,12,,,,,24,59,,,,,,16,6,46,,,,,,,,,,,,,,,,,,,,,,,,
A0549,6,56,86,,,,70,85,,,,,,,,,,,,,,,,,,19,18,8,6,,,,77,8,,,,,,,,,,,,,,,
A0550,,,62,,,,,,,,,53,11,7,,,,,,,,,12,5,42,18,11,11,5,,,,,,,,,,,28,11,19,,,,,,,
A0551,,,,8,13,44,,,,,,,,,,,,,,,,,,,,29,19,14,6,9,46,26,,,52,,,,,,,,,,,,33,16,9
A0552,,,63,,,,,,24,20,12,,,,,19,68,,,,,,,,,,,,,8,42,26,,,,14,26,7,22,30,13,18,,,,,,,
A0553,,,74,,,,,53,,,,,,,69,20,42,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,20,10,,,
A0554,8,72,69,,,,,76,,,,,,,,,,,,,21,52,,,,30,22,14,7,,,,40,4,,,,,,,,,,,,,,,
A0555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,28,12,18,,,,,,,
A0556,,,,5,13,39,,,,,,,,,63,,,,,,,,15,7,54,,,,,6,35,19,72,8,,14,21,6,16,,,,,,,,27,16,8
A0557,,,,,,,,89,,,,,,,,,,,,,22,44,,,,,,,,,,,,,,,,,,30,14,19,,,,,,,
A0558,4,43,,,,,,,,,,,,,,,,,,,,,,,,26,22,12,6,,,,,,,,,,,,,,,,,,18,18,9
A0559,,,,,,,,,,,,,,,43,23,48,,,,,,9,5,40,,,,,,,,68,8,52,,,,,,,,,,,,,,
A0560,,,,,,,,80,,,,54,15,9,55,,,,,,,,14,7,51,23,18,14,6,,,,,,60,,,,,,,,,,,,,,
A0561,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,24,9,15,,,,,,,
A0562,7,63,,,,,,,30,18,12,32,9,4,,,,,,,,,,,,,,,,8,50,25,58,7,66,,,,,,,,,,,,,,
A0563,,,,7,13,50,,73,39,22,15,32,12,6,,,,20,15,43,,,17,9,54,,,,,,,,,,,,,,,27,10,15,,,,,,,
A0564,,,,3,9,40,,,,,,,,,,,,,,,26,51,17,8,53,,,,,,,,,,65,,,,,41,15,25,,,,,32,16,11
A0565,,,,,,,,,,,,,,,,,,,,,23,44,,,,,,,,,,,,,67,,,,,,,,,,,,,,
A0566,,,55,6,10,41,,60,,,,,,,,,,25,17,37,19,44,,,,,,,,7,44,20,73,7,,,,,,,,,,,,,,,
A0567,6,57,91,,,,73,77,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,15,14
A0568,,,86,,,,71,69,,,,58,14,6,,,,,,,,,13,6,41,,,,,,,,53,6,,,,,,,,,,,,,29,15,13
A0569,,,,6,14,39,75,,,,,45,12,7,,,,,,,,,,,,,,,,,,,,,,11,26,6,14,,,,7,22,20,15,26,18,12
A0570,,,,6,14,47,,,,,,,,,,18,45,,,,18,48,11,6,44,,,,,7,29,16,,,,,,,,34,15,22,,,,,25,19,11
A0571,5,47,,,,,,65,40,22,19,,,,,,,,,,,,,,,,,,,7,44,22,,,,,,,,,,,,,,,,,
A0572,,,73,,,,,,37,24,13,,,,,,,,,,,,11,6,46,,,,,6,37,22,,,65,,,,,,,,,,,,,,
A0573,4,38,,4,13,35,,81,,,,,,,50,,,,,,,,15,8,46,,,,,,,,,,67,,,,,,,,,,,,18,13,10
A0574,,,,,,,74,79,,,,,,,,,,,,,,,,,,29,20,11,7,,,,,,,13,26,6,21,,,,,,,,,,
A0575,,,,,,,,66,,,,,,,,,,,,,,,15,5,45,,,,,,,,,,70,,,,,30,11,20,,,,,,,
A0576,7,54,,,,,,65,,,,,,,62,,,24,17,45,,,,,,19,20,14,7,5,31,14,,,,,,,,,,,,,,,,,
A0577,,,,,,,,66,,,,,,,,,,,,,,,12,8,50,,,,,,,,,,57,,,,,31,15,17,,,,,,,
A0578,,,82,8,15,45,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,64,11,24,6,17,31,14,18,,,,,28,18,13
A0579,,,68,,,,64,,,,,,,,76,,,,,,,,,,,30,20,15,9,,,,,,75,,,,,29,11,17,,,,,26,19,12
A0580,,,,,,,,,,,,,,,,,,27,17,47,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,10
A0581,8,75,,,,,,,,,,42,11,5,,,,,,,,,,,,28,23,16,7,,,,57,8,,12,26,8,18,,,,,,,,,,
A0582,,,,,,,,,,,,40,13,6,,,,,,,21,50,,,,29,18,14,7,,,,,,36,,,,,,,,,,,,,,
A0583,,,,,,,,,,,,,,,,,,21,17,40,,,,,,,,,,,,,65,8,,,,,,,,,,,,,,,
A0584,,,,,,,,,,,,,,,,18,48,,,,,,,,,,,,,7,42,24,,,,,,,,,,,,,,,,,
A0585,5,60,61,,,,51,,39,17,14,,,,,,,,,,,,14,8,53,,,,,,,,,,51,,,,,,,,,,,,32,19,12
A0586,7,65,,,,,,,,,,51,15,7,,22,46,,,,,,,,,,,,,,,,,,,,,,,,,,7,25,22,12,34,22,11
A0587,,,,,,,,,43,23,16,,,,,,,,,,,,12,7,37,22,21,12,6,6,43,20,,,,,,,,,,,,,,,,,
A0588,,,61,,,,,76,34,19,13,46,13,6,,,,,,,,,,,,19,19,10,6,7,40,20,,,,,,,,,,,7,30,19,14,,,
A0589,5,54,76,,,,76,69,,,,,,,,,,,,,,,,,,,,,,,,,59,7,83,14,31,7,20,,,,,,,,,,
A0590,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,5,27,17,,,59,,,,,,,,7,30,21,11,,,
A0591,,,80,,,,,,,,,,,,,,,,,,,,,,,32,26,17,9,,,,,,,,,,,,,,,,,,,,
A0592,,,66,,,,,,,,,,,,44,,,,,,24,56,,,,,,,,,,,,,83,,,,,,,,,,,,,,
A0593,,,,5,13,36,,,34,21,13,,,,,24,60,,,,,,,,,,,,,,,,72,8,,18,33,8,27,,,,,,,,,,
A0594,,,78,,,,,,26,16,12,,,,77,,,17,14,37,17,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0595,5,30,,,,,85,70,,,,,,,,,,,,,,,13,6,44,,,,,6,40,20,,,80,,,,,32,14,22,,,,,,,
A0596,6,58,,,,,,,,,,,,,,,,,,,,,16,6,50,27,19,13,6,,,,,,,,,,,,,,,,,,,,
A0597,,,,,,,,,27,18,13,,,,,,,,,,,,,,,23,16,14,7,,,,,,,,,,,,,,,,,,,,
A0598,,,,,,,,,42,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,28,18,13,,,
A0599,,,,,,,,66,,,,,,,68,,,,,,,,,,,15,17,10,6,,,,63,8,,,,,,,,,,,,,,,
A0600,,,60,,,,,,,,,,,,,23,60,,,,,,17,7,54,,,,,,,,,,,,,,,,,,,,,,,,
A0601,,,,,,,,77,,,,,,,,,,,,,18,48,,,,,,,,,,,,,91,,,,,28,13,17,8,28,25,14,,,
A0602,,,,,,,,76,,,,40,13,5,,19,55,,,,,,,,,,,,,7,43,21,,,,,,,,,,,,,,,36,19,15
A0603,,,,,,,,70,,,,,,,,19,43,23,15,34,15,32,,,,,,,,,,,41,6,85,,,,,,,,6,22,18,12,,,
A0604,,,75,7,16,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0605,6,54,61,,,,76,71,,,,,,,,21,56,,,,21,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0606,,,,,,,,,,,,,,,,22,51,,,,,,,,,,,,,,,,,,,,,,,,,,6,27,19,13,,,
A0607,,,,6,14,41,60,,,,,39,12,6,49,,,,,,,,,,,,,,,6,29,15,,,,,,,,,,,,,,,,,
A0608,,,,6,10,28,71,,37,21,15,42,11,6,,,,,,,,,,,,25,19,10,4,,,,,,,,,,,35,12,18,7,27,18,14,,,
A0609,,,,,,,,,,,,,,,,,,,,,,,13,7,46,30,22,14,7,,,,,,,,,,,,,,,,,,,,
A0610,,,,,,,,,,,,,,,66,,,24,12,35,,,,,,,,,,7,35,16,,,,,,,,,,,,,,,,,
A0611,6,50,,,,,,,,,,41,14,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0612,5,42,,,,,,,40,16,13,,,,58,,,,,,22,64,,,,33,28,16,8,,,,,,,,,,,,,,,,,,26,15,8
A0613,,,,,,,,,,,,,,,,,,,,,,,,,,20,18,9,6,,,,52,7,,17,29,8,22,42,13,19,,,,,34,18,14
A0614,,,,,,,,,,,,39,12,7,,,,,,,,,,,,,,,,6,39,17,,,,,,,,,,,,,,,,,
A0615,,,,,,,,,,,,,,,,21,55,,,,,,,,,28,21,14,8,,,,69,9,82,14,34,7,21,,,,,,,,,,
A0616,,,,,,,,,,,,,,,,,,,,,26,55,19,9,70,,,,,,,,,,,,,,,,,,,,,,,,
A0617,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,14,5,,,,59,8,,,,,,,,,,,,,,,
A0618,,,65,6,13,42,,69,,,,,,,,,,,,,,,,,,,,,,,,,55,7,,14,26,7,20,26,9,16,,,,,,,
A0619,,,91,,,,,,37,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0620,,,,,,,,,,,,,,,,22,58,,,,19,44,18,8,51,,,,,,,,,,73,,,,,,,,,,,,29,21,10
A0621,,,,,,,76,77,,,,,,,50,22,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0622,,,,6,11,46,,,36,19,15,,,,49,,,15,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0623,,,,,,,,,,,,53,15,7,66,,,,,,,,,,,23,19,16,8,6,40,20,,,,,,,,,,,7,26,20,12,,,
A0624,,,67,8,17,49,,55,36,20,13,,,,,,,,,,,,15,5,43,,,,,,,,73,8,,,,,,,,,4,22,17,7,,,
A0625,,,,,,,,76,30,21,12,,,,,,,23,16,46,17,36,17,8,56,,,,,,,,63,7,73,,,,,,,,,,,,,,
A0626,8,70,,,,,,,,,,49,12,6,,,,21,14,35,17,40,,,,,,,,,,,,,47,,,,,31,11,17,6,26,25,11,,,
A0627,,,82,,,,,,27,16,8,53,13,7,,,,,,,,,,,,,,,,6,38,18,,,,,,,,,,,,,,,,,
A0628,,,83,,,,,,,,,45,13,5,,,,,,,,,16,9,46,,,,,6,33,13,65,5,,,,,,,,,,,,,23,14,12
A0629,5,58,,,,,,,,,,,,,41,26,51,,,,,,,,,28,21,14,6,,,,,,,12,24,5,18,,,,,,,,34,28,16
A0630,7,75,,,,,,,29,16,10,53,16,9,,,,,,,22,52,,,,,,,,,,,,,,,,,,29,10,14,,,,,,,
A0631,6,62,,,,,87,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0632,,,,7,15,49,81,,,,,,,,,18,43,,,,,,16,8,62,22,20,11,7,,,,,,72,,,,,,,,,,,,,,
A0633,,,,,,,,,32,16,15,43,15,7,,,,,,,,,,,,24,19,16,7,,,,,,52,,,,,,,,7,28,21,14,40,22,14
A0634,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,27,17,13,,,
A0635,,,,,,,,,,,,,,,,,,26,16,37,,,,,,,,,,7,39,20,,,,,,,,33,13,22,,,,,,,
A0636,7,55,,,,,,,,,,,,,,,,25,16,36,,,,,,,,,,7,46,20,,,,,,,,40,17,24,,,,,,,
